 [2022-10-11 23:10:25,893] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 12:48:10,048] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:48:10,394] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:48:10,501] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:48:11,596] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:48:11,818] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:48:11,839] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:48:13,029]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:48:13,034] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:48:14,654] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:48:15,127] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:48:15,940] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:48:57,083] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 12:49:03,450] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:49:03,682] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:49:05,295] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:49:06,196] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:49:06,987] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:49:07,775] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:49:08,033] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:49:09,787] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:49:09,972]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:09,972] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:49:10,076]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:10,076] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:49:10,153]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:10,153] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:49:10,264]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:10,264] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:49:10,514]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:10,514] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:49:12,570] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 12:49:14,018] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:49:15,348] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 12:49:17,004] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 12:49:18,546] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 12:49:20,013] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:49:20,331] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:49:20,426] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:49:22,478] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:49:22,707] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:49:22,723] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:49:23,933]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:23,940] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:49:25,439] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:49:25,894] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:49:26,601] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:49:27,404] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:49:28,269] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:49:28,500] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:49:31,217] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:49:31,350]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:31,351] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:49:31,513]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:31,513] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:49:31,627]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:31,627] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:49:31,737]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:31,737] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:49:31,843]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:49:31,843] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:49:34,313] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 12:49:35,683] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:49:37,142] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 12:49:38,666] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 12:49:40,128] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 12:49:41,520] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:49:41,788] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:49:41,868] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:49:42,822] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:49:43,043] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:49:43,052] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:49:44,126]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:51:19,753] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 12:51:27,268] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:51:27,512] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:51:29,082] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:51:30,011] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:51:30,818] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:51:31,543] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:51:31,796] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:51:34,268] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:51:34,383]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:51:34,383] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:51:34,521]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:51:34,521] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:51:34,661]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:51:34,661] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:51:34,769]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:51:34,769] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:51:35,026]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:51:35,026] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:51:37,803] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 12:51:39,266] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:51:40,651] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 12:51:45,283] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 12:51:46,834] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 12:51:48,300] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:51:48,590] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:51:48,701] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:51:49,988] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:53:58,786] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 12:54:05,364] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:54:05,641] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:54:07,322] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:54:08,233] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:54:09,028] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:54:09,811] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:54:10,070] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:54:11,806] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:54:11,891]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:11,891] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:54:12,019]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:12,019] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:54:12,119]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:12,119] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:54:12,195]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:12,196] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:54:12,469]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:12,469] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:54:14,596] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 12:54:16,102] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:54:17,507] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 12:54:19,100] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 12:54:23,758] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 12:54:25,243] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:54:25,536] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:54:25,631] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:54:26,730] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:54:26,943] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:54:26,960] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:54:28,271]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:28,278] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:54:30,377] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:54:30,823] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:54:31,591] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:54:32,549] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:54:33,207] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:54:33,398] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:54:35,383] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:54:35,522]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:35,522] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:54:35,624]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:35,624] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:54:35,740]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:35,740] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:54:35,825]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:35,825] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:54:36,120]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:54:36,120] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:54:38,393] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 12:54:39,845] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:54:41,311] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 12:54:42,864] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 12:54:47,393] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 12:54:48,868] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:54:49,126] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:54:49,208] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:54:50,165] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:54:50,350] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:54:50,362] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:54:51,518]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:09,361] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 12:56:21,261] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:56:21,546] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:56:23,023] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:56:23,849] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:56:24,765] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:56:25,510] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:56:25,782] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:56:27,543] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:56:27,626]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:27,626] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:56:27,770]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:27,771] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:56:27,891]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:27,891] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:56:27,998]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:27,999] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:56:28,290]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:28,291] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:56:30,406] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 12:56:31,827] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:56:33,245] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 12:56:34,881] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 12:56:39,448] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 12:56:40,917] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:56:41,192] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:56:41,289] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:56:42,357] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:56:42,561] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:56:42,577] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:56:43,748]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:43,756] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:56:45,437] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:56:45,850] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:56:46,861] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:56:47,877] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:56:48,954] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:56:49,312] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:56:51,406] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:56:51,564]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:51,565] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:56:51,651]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:51,651] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:56:51,746]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:51,747] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:56:51,970]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:51,971] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:56:52,102]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:56:52,103] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:56:53,940] Checkout - Step 14: Input to Firstname textbox with value: Leo
 [2022-10-12 12:56:55,293] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:56:56,790] Checkout - Step 16: Input to Email textbox with value: leo@gmail.com
 [2022-10-12 12:56:58,284] Checkout - Step 17: Input to Username textbox with value: leo123
 [2022-10-12 12:57:02,822] Checkout - Step 18: Input to Password textbox with value: Leo@5421
 [2022-10-12 12:57:04,228] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:57:04,484] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:57:04,580] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:57:05,628] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:57:05,842] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:57:05,859] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:57:06,988]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:57:06,992] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:57:08,376] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:57:08,797] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:57:09,528] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:57:10,494] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:57:11,248] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:57:11,486] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:57:12,975] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:57:13,121]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:57:13,121] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:57:13,228]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:57:13,228] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:57:13,320]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:57:13,321] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:57:13,487]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:57:13,487] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:57:13,712]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:57:13,713] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:57:15,545] Checkout - Step 14: Input to Firstname textbox with value: Thao
 [2022-10-12 12:57:16,905] Checkout - Step 15: Input to Lastname textbox with value: Le
 [2022-10-12 12:57:18,314] Checkout - Step 16: Input to Email textbox with value: thaole@gmail.com
 [2022-10-12 12:57:19,859] Checkout - Step 17: Input to Username textbox with value: thaole123
 [2022-10-12 12:57:24,417] Checkout - Step 18: Input to Password textbox with value: Thao@!#$
 [2022-10-12 12:57:25,894] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:57:26,148] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:57:26,231] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:57:27,151] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:57:27,337] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:57:27,352] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:57:28,503]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:58:56,081] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 12:59:03,783] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 12:59:04,005] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 12:59:05,719] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 12:59:06,642] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 12:59:07,557] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 12:59:08,662] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 12:59:08,896] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 12:59:10,653] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:59:10,803]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:59:10,803] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 12:59:10,879]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:59:10,879] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 12:59:10,958]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:59:10,959] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 12:59:11,130]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:59:11,130] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 12:59:11,330]  -------------------------- PASSED -------------------------- 
 [2022-10-12 12:59:11,330] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 12:59:13,567] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 12:59:15,030] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 12:59:16,390] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 12:59:17,994] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 12:59:25,601] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 12:59:27,053] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 12:59:27,338] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 12:59:27,434] Checkout - Step 21: Back to Cart Page
 [2022-10-12 12:59:28,362] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 12:59:28,575] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 12:59:28,595] Checkout - Step 21: Verify cart is empty
 [2022-10-12 12:59:29,872]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:02,808] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:01:10,398] Checkout - Step 01: Click to 'Web Themes & Templates' menu
 [2022-10-12 13:01:10,644] Checkout - Step 02: Click to 'Template Kits' link from 'Elementor' submenu
 [2022-10-12 13:01:12,152] Checkout - Step 03: Choose Grid View mode
 [2022-10-12 13:01:13,199] Checkout - Step 04: Add product 'Cabel - Electricity Services Elementor Template Kit' to Cart
 [2022-10-12 13:01:14,062] Checkout - Step 05: Click to 'Keep Browsing' button to continue choosing next product
 [2022-10-12 13:01:14,824] Checkout - Step 06: Add product 'Maldives - Business & Agency Elementor Template Kit' to Cart
 [2022-10-12 13:01:15,030] Checkout - Step 07: Click to 'Go to Checkout' button
 [2022-10-12 13:01:16,792] Checkout - Step 08: Verify product 'Cabel - Electricity Services Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:01:16,892]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:16,892] Checkout - Step 09: Verify product '' price is correctly displayed
 [2022-10-12 13:01:17,001]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:17,002] Checkout - Step 10: Verify product 'Maldives - Business & Agency Elementor Template Kit' name is correctly displayed
 [2022-10-12 13:01:17,109]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:17,109] Checkout - Step 11: Verify product 'Maldives - Business & Agency Elementor Template Kit' price is correctly displayed
 [2022-10-12 13:01:17,200]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:17,201] Checkout - Step 12: Verify cart total is correctly displayed
 [2022-10-12 13:01:17,276]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:17,277] Checkout - Step 13: Click to 'Secure Checkout' button
 [2022-10-12 13:01:19,475] Checkout - Step 14: Input to Firstname textbox with value: Vincent
 [2022-10-12 13:01:20,930] Checkout - Step 15: Input to Lastname textbox with value: VSM
 [2022-10-12 13:01:22,356] Checkout - Step 16: Input to Email textbox with value: vincent@gmail.com
 [2022-10-12 13:01:23,980] Checkout - Step 17: Input to Username textbox with value: vincen218
 [2022-10-12 13:01:31,588] Checkout - Step 18: Input to Password textbox with value: Vincen@218
 [2022-10-12 13:01:32,998] Checkout - Step 19: Tick to captcha checkbox
 [2022-10-12 13:01:33,282] Checkout - Step 20: Tick to send me tips checkbox
 [2022-10-12 13:01:33,376] Checkout - Step 21: Back to Cart Page
 [2022-10-12 13:01:34,385] Checkout - Step 21: Click to 'Empty Cart' button
 [2022-10-12 13:01:34,611] Checkout - Step 21: Accept alert to remove all item from cart
 [2022-10-12 13:01:34,626] Checkout - Step 21: Verify cart is empty
 [2022-10-12 13:01:35,844]  -------------------------- PASSED -------------------------- 
 [2022-10-12 13:01:56,946] Pre-Condition: Open browser and navigate to Homepage
 [2022-10-12 13:02:03,717] Checkout - Step 01: Click to 'Web Themes & Templates' menu
